image,WHERE_AFRICA,WHERE_ASIA,WHERE_AUSTRALIA_PACIFIC,WHERE_CENTRAL_AMERICA,WHERE_EUROPE,WHERE_MEDITERRANEAN_SEA,WHERE_MIDDLE_EAST,WHERE_NORTH_AMERICA,WHERE_SOUTH_AMERICA,INSPIRE_BAR,SETTINGS_BAR_NIGHTCLUB,SETTINGS_BEACH,SETTINGS_BIG_CITY,INSPIRE_BOATING,INSPIRE_BUNGEE_JUMPING,INSPIRE_CAMPING,INSPIRE_CANOEING,WEATHER_COLD,INSPIRE_CROSS_COUNTRY_SKIING,SETTINGS_CROWDED,SETTINGS_CRUISE_SHIP,INSPIRE_DANCING,SETTINGS_DESERT,INSPIRE_DINING,INSPIRE_DOWNHILL_MOUNTAIN_BIKING,INSPIRE_DOWNHILL_SKIING,INSPIRE_DRINKING_ALCOHOL,WEATHER_DRY,WEATHER_FOGGY,SETTINGS_FOREST,INSPIRE_GAMBLING_CASINO,SETTINGS_GARDEN,INSPIRE_GOING_TO_CONCERT,INSPIRE_GOING_PLAY,INSPIRE_GOING_TO_BALLET,INSPIRE_GOING_TO_OPERA,SETTINGS_GOLF_COURSE,INSPIRE_GOLFING,INSPIRE_HIKING,SETTINGS_HILLY,SETTINGS_HISTORIC_CITY,SETTINGS_HISTORIC_LANDMARK,INSPIRE_HORSEBACK_RIDING,WEATHER_HUMID,SETTINGS_HUT_CABANA,SETTINGS_ISLANDS,SETTINGS_JUNGLE,INSPIRE_KITE_SURFING,SETTINGS_LAKE,SETTINGS_LODGE_CABIN,SETTINGS_LUSH,SETTINGS_LUXURY_HOTEL_RESORT,WEATHER_MODERATE,SETTINGS_MODERN_CITY,SETTINGS_MONUMENT_STATUE,SETTINGS_MOUNTAIN,SETTINGS_MUSEUM,INSPIRE_NIGHT_CLUB,SETTINGS_OCEAN_SEA,WEATHER_OVERCAST,SETTINGS_PARK,SETTINGS_PLACE_OF_WORSHIP,SETTINGS_POOL,INSPIRE_POOL_PARTY,WEATHER_RAINY,INSPIRE_RELAXING,SETTINGS_RESTAURANT,SETTINGS_RIVER,INSPIRE_ROAD_TRAIL_BIKING,INSPIRE_ROCK_CLIMBING,SETTINGS_ROCKY,SETTINGS_RUINS,INSPIRE_SCUBA_DIVING,INSPIRE_SEA_KAYAKING,SETTINGS_SECLUDED,INSPIRE_SHOPPING,INSPIRE_SIGHTSEEING,SETTINGS_SKI_RESORT,INSPIRE_SKY_DIVING,SETTINGS_SMALL_HOTEL,SETTINGS_SMALL_TOWN_VILLAGE,INSPIRE_SNORKELING,INSPIRE_SNOWBOARDING,INSPIRE_SNOWSHOEING,WEATHER_SNOWY,SETTINGS_SPA,WEATHER_SUNNY,INSPIRE_SURFING,INSPIRE_SWIMMING,SETTINGS_TENT,SETTINGS_THEME_PARK,WEATHER_TROPICAL,SETTINGS_VINEYARDS,INSPIRE_VISIT_SPA,INSPIRE_VISIT_THEME_PARK,INSPIRE_WATCHING_MOVIE,SETTINGS_WATER_PARK,SETTINGS_WATERFALL,INSPIRE_WHITE_WATER_KAYKING,INSPIRE_WHITE_WATER_RAFTING,INSPIRE_WINDSURFING,WEATHER_WINDY,INSPIRE_ZIP_LINING,SETTINGS_ZOO_AQUARIUM

/images/0_1647R-72644.jpg,0.03012925,0.00000000,0.00000000,0.00000000,0.09038775,0.15064625,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.15817856,0.03012925,0.00000000,0.00000000,0.18077550,0.08436190,0.00000000,0.00000000,0.00000000,0.03012925,0.00000000,0.00000000,0.00000000,0.03012925,0.06025850,0.00000000,0.00000000,0.00000000,0.03012925,0.00000000,0.00000000,0.00000000,0.00000000,0.03515079,0.00000000,0.03012925,0.00000000,0.00000000,0.42180949,0.42180949,0.03012925,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.10545237,0.00000000,0.00000000,0.00000000,0.36155099,0.00000000,0.26363093,0.00000000,0.00000000,0.00000000,0.05272619,0.04218095,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.33142174,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.03012925,0.09038775,0.00000000,0.00000000,0.42180949,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.03012925,0.00000000,0.00000000,0.00000000,0.00000000,0.09038775,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.12051700,0.00000000,0.00000000,0.00000000,0.03012925,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000

/images/0_144478146_4.jpg,0.00000000,0.43283308,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.03091665,0.00000000,0.24733319,0.30298316,0.00000000,0.40191643,0.00000000,0.00000000,0.00000000,0.00000000,0.03091665,0.00000000,0.34008314,0.00000000,0.04328331,0.00000000,0.21641654,0.00000000,0.00000000,0.21641654,0.00000000,0.00000000,0.00000000,0.08656662,0.00000000,0.00000000,0.04328331,0.09274995,0.03606942,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.06183330,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.06183330,0.00000000,0.00000000,0.00000000,0.00000000,0.24733319,0.00000000,0.03091665,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.21641654,0.25969985,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.08656662,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.03091665,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.21641654,0.12984992,0.09274995,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.03091665,0.00000000,0.00000000

/images/0_148291399.jpg,0.00000000,0.09455666,0.06303777,0.03151889,0.09455666,0.03151889,0.03151889,0.27016189,0.06303777,0.24314570,0.09455666,0.00000000,0.37822665,0.00000000,0.00000000,0.00000000,0.00000000,0.07564533,0.00000000,0.18911332,0.00000000,0.09455666,0.00000000,0.00000000,0.00000000,0.00000000,0.15759444,0.14183499,0.00000000,0.00000000,0.15759444,0.00000000,0.16209713,0.00000000,0.08104857,0.22063221,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.03782266,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.23639165,0.35121046,0.00000000,0.00000000,0.06303777,0.00000000,0.00000000,0.22063221,0.00000000,0.00000000,0.00000000,0.05403238,0.00000000,0.12607555,0.09455666,0.00000000,0.02701619,0.00000000,0.00000000,0.09455666,0.00000000,0.00000000,0.00000000,0.21612951,0.31518887,0.00000000,0.00000000,0.09455666,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.04727833,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.10806476,0.03151889,0.18911332,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.09455666,0.00000000,0.00000000

/images/0_128294924.jpg,0.45769506,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.04576951,0.00000000,0.09807751,0.00000000,0.03814125,0.00000000,0.03814125,0.00000000,0.05721188,0.00000000,0.03814125,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.22884753,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.16346252,0.00000000,0.00000000,0.00000000,0.03814125,0.00000000,0.00000000,0.11442376,0.32692504,0.00000000,0.38141255,0.00000000,0.17163565,0.00000000,0.22884753,0.05721188,0.00000000,0.03814125,0.00000000,0.00000000,0.13730852,0.00000000,0.11442376,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.28605941,0.09807751,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.35961755,0.00000000,0.00000000,0.00000000,0.22884753,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.03269250,0.00000000,0.00000000,0.00000000,0.13730852,0.00000000,0.00000000,0.03814125,0.03269250,0.09807751,0.00000000,0.00000000,0.00000000,0.00000000,0.03814125,0.00000000,0.00000000

/images/0_BXP44507.jpg,0.04245696,0.08491392,0.04245696,0.04245696,0.07278336,0.16982783,0.21228479,0.00000000,0.04245696,0.00000000,0.00000000,0.00000000,0.00000000,0.25474174,0.00000000,0.00000000,0.07278336,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.03639168,0.00000000,0.00000000,0.10917503,0.04245696,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.07278336,0.00000000,0.00000000,0.00000000,0.00000000,0.10917503,0.05094835,0.36391678,0.31842718,0.10917503,0.00000000,0.00000000,0.04245696,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.25474174,0.00000000,0.00000000,0.04245696,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.32752510,0.00000000,0.00000000,0.10917503,0.07278336,0.00000000,0.04245696,0.10917503,0.03639168,0.00000000,0.00000000,0.36391678,0.00000000,0.00000000,0.00000000,0.06368544,0.14556671,0.00000000,0.00000000,0.00000000,0.00000000,0.36391678,0.03639168,0.21835007,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.03639168,0.07278336,0.04245696,0.00000000,0.00000000

/images/0_dv582008.jpg,0.02481615,0.07444844,0.09926458,0.17371302,0.12408073,0.09926458,0.04963229,0.00000000,0.07444844,0.04963229,0.00000000,0.34742604,0.24319823,0.27297760,0.00000000,0.07444844,0.14889687,0.00000000,0.00000000,0.17371302,0.00000000,0.00000000,0.00000000,0.04963229,0.09926458,0.00000000,0.22334531,0.03474260,0.00000000,0.00000000,0.02481615,0.00000000,0.04963229,0.07444844,0.02895217,0.00000000,0.00000000,0.04963229,0.00000000,0.00000000,0.03474260,0.02895217,0.07444844,0.06948521,0.05790434,0.03474260,0.00000000,0.09926458,0.08685651,0.00000000,0.00000000,0.20266519,0.05790434,0.00000000,0.02895217,0.00000000,0.05790434,0.07444844,0.00000000,0.03474260,0.00000000,0.00000000,0.00000000,0.07444844,0.00000000,0.27297760,0.00000000,0.00000000,0.00000000,0.00000000,0.08685651,0.00000000,0.00000000,0.00000000,0.00000000,0.04963229,0.29779375,0.00000000,0.07444844,0.00000000,0.02895217,0.02481615,0.00000000,0.00000000,0.00000000,0.05790434,0.20845562,0.12408073,0.27297760,0.00000000,0.05790434,0.19852916,0.00000000,0.09926458,0.02481615,0.04963229,0.00000000,0.00000000,0.02481615,0.08685651,0.22334531,0.03474260,0.00000000,0.05790434

/images/0_506003.jpg,0.07234584,0.07234584,0.07234584,0.21703751,0.28938334,0.10851875,0.03617292,0.28938334,0.14469167,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.14469167,0.00000000,0.04220174,0.00000000,0.00000000,0.00000000,0.03617292,0.00000000,0.00000000,0.25321042,0.00000000,0.00000000,0.04220174,0.00000000,0.10128417,0.00000000,0.00000000,0.03617292,0.03617292,0.00000000,0.00000000,0.03617292,0.10851875,0.18086459,0.25321042,0.03617292,0.00000000,0.10851875,0.04220174,0.00000000,0.03617292,0.03617292,0.18086459,0.00000000,0.00000000,0.04220174,0.00000000,0.25321042,0.00000000,0.00000000,0.14469167,0.00000000,0.00000000,0.03617292,0.00000000,0.05064208,0.00000000,0.00000000,0.00000000,0.00000000,0.39790209,0.00000000,0.00000000,0.39790209,0.03617292,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.18086459,0.00000000,0.03617292,0.00000000,0.00000000,0.00000000,0.00000000,0.03617292,0.00000000,0.00000000,0.00000000,0.03617292,0.00000000,0.00000000,0.00000000,0.00000000,0.15192625,0.00000000,0.03617292,0.00000000,0.03617292,0.00000000,0.00000000,0.00000000,0.00000000,0.04220174,0.00000000,0.00000000

/images/0_133796084.jpg,0.03178432,0.22249021,0.06356863,0.00000000,0.00000000,0.03708170,0.00000000,0.00000000,0.03178432,0.00000000,0.00000000,0.00000000,0.29665362,0.00000000,0.00000000,0.03708170,0.00000000,0.22249021,0.00000000,0.11124511,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.03708170,0.00000000,0.03708170,0.18540851,0.14832681,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.03708170,0.00000000,0.00000000,0.15892158,0.29665362,0.03178432,0.22249021,0.00000000,0.07416340,0.03708170,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.07416340,0.00000000,0.19070590,0.03708170,0.00000000,0.25957191,0.00000000,0.00000000,0.00000000,0.33373532,0.00000000,0.00000000,0.00000000,0.00000000,0.22249021,0.11124511,0.00000000,0.00000000,0.00000000,0.15892158,0.00000000,0.00000000,0.00000000,0.00000000,0.11124511,0.00000000,0.25427453,0.00000000,0.03708170,0.00000000,0.34962748,0.00000000,0.00000000,0.03708170,0.00000000,0.00000000,0.11124511,0.00000000,0.00000000,0.03708170,0.00000000,0.03708170,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.18540851,0.00000000,0.00000000

/images/0_TR002426.jpg,0.04182941,0.12548823,0.20914704,0.08365882,0.39439157,0.00000000,0.00000000,0.32268401,0.16731763,0.17926889,0.00000000,0.00000000,0.50195290,0.00000000,0.00000000,0.03585378,0.07170756,0.12548823,0.00000000,0.00000000,0.06274411,0.10756134,0.00000000,0.00000000,0.00000000,0.00000000,0.10756134,0.00000000,0.00000000,0.00000000,0.17926889,0.06274411,0.25097645,0.00000000,0.00000000,0.10756134,0.06274411,0.07170756,0.00000000,0.00000000,0.12548823,0.00000000,0.03585378,0.04182941,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.29280586,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.17926889,0.18823234,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.06274411,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.03585378,0.00000000,0.05019529,0.04182941,0.00000000,0.00000000,0.07170756,0.00000000,0.00000000,0.00000000,0.03585378,0.00000000,0.03585378,0.04182941,0.00000000,0.00000000

/images/0_SNA0045B.jpg,0.00000000,0.00000000,0.14270191,0.03567548,0.39243024,0.00000000,0.00000000,0.32107929,0.03567548,0.00000000,0.00000000,0.00000000,0.20810695,0.00000000,0.00000000,0.00000000,0.04162139,0.00000000,0.00000000,0.00000000,0.04162139,0.00000000,0.00000000,0.04162139,0.00000000,0.00000000,0.00000000,0.12486417,0.00000000,0.00000000,0.04162139,0.34961967,0.10702643,0.04162139,0.04162139,0.04162139,0.00000000,0.04162139,0.00000000,0.00000000,0.24972833,0.29134972,0.12486417,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.21405286,0.00000000,0.49945667,0.00000000,0.08324278,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.16648556,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.04162139,0.00000000,0.00000000,0.00000000,0.00000000,0.04162139,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.04162139,0.00000000,0.00000000,0.00000000,0.12486417,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000

/images/0_medwt6019.jpg,0.00000000,0.02687233,0.00000000,0.00000000,0.02687233,0.24185093,0.00000000,0.00000000,0.16123395,0.00000000,0.00000000,0.00000000,0.06270209,0.37621256,0.00000000,0.05374465,0.13436163,0.03135105,0.02687233,0.11286377,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.02687233,0.13436163,0.03762126,0.00000000,0.00000000,0.02687233,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.26334879,0.00000000,0.03762126,0.02687233,0.07524251,0.00000000,0.00000000,0.00000000,0.00000000,0.18810628,0.00000000,0.03762126,0.00000000,0.15048502,0.00000000,0.03762126,0.00000000,0.00000000,0.00000000,0.37621256,0.03762126,0.03762126,0.00000000,0.00000000,0.00000000,0.00000000,0.18810628,0.00000000,0.00000000,0.00000000,0.16123395,0.11286377,0.00000000,0.13436163,0.13436163,0.15675523,0.00000000,0.29559558,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.06270209,0.26334879,0.13436163,0.18810628,0.00000000,0.00000000,0.28215942,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.03762126

